[5, 2, 2, 9, 10, 2, 2, 2, 8, 8, 4, 4, 2, 8, 10, 9, 2, 4, 9, 10, 0, 0, 9, 0, 10, 1, 2, 2, 9, 6, 11, 4, 4, 9, 8, 4, 4, 1, 4, 4, 8, 8, 8, 9, 9, 7, 9, 9, 9, 8, 4, 11, 4, 8, 3, 7, 0, 4, 8, 3, 1, 8, 7, 7, 8, 11, 9, 7, 7, 9, 11, 9, 10, 7, 10, 4, 9, 10, 7, 10, 1, 0, 11, 0, 9, 1, 2, 11, 2, 8, 1, 0, 0, 2, 9, 1, 11, 1, 0, 9]
[4, 10, 11, 1, 7, 11, 4, 4, 1, 1, 10, 3, 10, 5, 7, 10, 10, 3, 1, 7, 2, 11, 2, 11, 7, 0, 10, 4, 1, 7, 12, 3, 3, 4, 1, 6, 6, 6, 3, 10, 1, 2, 1, 2, 2, 10, 1, 1, 1, 7, 6, 6, 5, 1, 7, 8, 9, 10, 1, 5, 12, 5, 8, 8, 1, 12, 4, 7, 2, 1, 12, 7, 7, 7, 7, 10, 5, 7, 10, 7, 12, 12, 0, 9, 4, 0, 9, 12, 10, 2, 0, 9, 9, 10, 7, 0, 9, 0, 9, 10]
[9, 5, 8, 9, 12, 8, 5, 5, 2, 2, 13, 6, 5, 11, 12, 3, 3, 6, 11, 0, 8, 8, 0, 8, 2, 1, 3, 5, 3, 2, 1, 6, 6, 5, 7, 13, 6, 6, 6, 13, 7, 7, 7, 0, 2, 6, 3, 7, 0, 2, 13, 6, 11, 7, 12, 4, 1, 6, 7, 11, 1, 11, 4, 4, 11, 1, 9, 4, 10, 2, 1, 9, 12, 10, 12, 6, 11, 2, 3, 12, 1, 6, 1, 8, 9, 1, 6, 13, 3, 2, 1, 6, 6, 3, 9, 1, 6, 1, 6, 3]
[0, 5, 5, 1, 12, 5, 6, 6, 3, 3, 5, 6, 6, 0, 12, 1, 5, 6, 1, 12, 5, 14, 10, 14, 12, 8, 6, 6, 1, 12, 8, 6, 6, 1, 3, 11, 14, 14, 5, 11, 4, 3, 3, 10, 10, 3, 5, 1, 1, 12, 11, 14, 4, 3, 3, 3, 8, 11, 3, 3, 8, 4, 13, 9, 4, 14, 0, 13, 7, 4, 8, 0, 0, 13, 13, 6, 1, 12, 13, 13, 8, 14, 14, 14, 0, 8, 14, 14, 14, 1, 8, 14, 14, 14, 12, 8, 14, 8, 14, 2]
[6, 13, 6, 9, 14, 6, 13, 13, 5, 5, 10, 4, 13, 5, 15, 13, 13, 13, 5, 1, 6, 6, 6, 6, 1, 11, 13, 13, 2, 15, 11, 13, 13, 2, 15, 12, 12, 4, 11, 12, 9, 9, 9, 3, 1, 12, 10, 10, 2, 5, 4, 4, 2, 9, 5, 12, 11, 13, 2, 5, 4, 2, 0, 0, 0, 11, 2, 3, 0, 1, 8, 5, 1, 0, 1, 4, 2, 1, 0, 14, 11, 7, 11, 6, 5, 11, 7, 7, 7, 5, 8, 6, 7, 7, 15, 8, 8, 8, 13, 6]
[9, 11, 6, 14, 3, 6, 6, 9, 3, 3, 7, 7, 6, 3, 8, 11, 6, 10, 14, 12, 1, 6, 14, 6, 12, 13, 6, 9, 14, 8, 13, 10, 7, 9, 8, 7, 5, 7, 6, 10, 8, 8, 11, 14, 2, 10, 11, 11, 14, 8, 7, 0, 9, 16, 4, 10, 6, 10, 16, 4, 13, 16, 5, 16, 8, 13, 14, 2, 11, 4, 13, 12, 2, 11, 3, 7, 9, 2, 6, 3, 15, 13, 13, 1, 14, 13, 6, 13, 1, 12, 15, 1, 13, 1, 14, 1, 1, 13, 1, 14]
[13, 13, 14, 0, 5, 2, 13, 14, 4, 17, 14, 3, 14, 17, 5, 2, 14, 3, 0, 16, 10, 14, 2, 14, 5, 15, 14, 13, 0, 4, 9, 3, 3, 13, 7, 3, 12, 12, 14, 13, 4, 7, 7, 2, 4, 6, 3, 0, 2, 4, 3, 3, 1, 7, 5, 6, 14, 3, 17, 17, 9, 11, 6, 6, 6, 10, 2, 8, 6, 4, 9, 16, 5, 6, 5, 3, 11, 6, 6, 5, 9, 10, 10, 15, 2, 12, 14, 10, 13, 4, 15, 15, 15, 10, 16, 15, 15, 12, 15, 16]
[1, 10, 10, 7, 13, 3, 2, 7, 13, 16, 10, 2, 2, 0, 13, 3, 3, 2, 12, 12, 17, 15, 3, 15, 12, 14, 2, 3, 8, 13, 14, 2, 2, 8, 16, 9, 9, 2, 2, 9, 16, 6, 7, 7, 7, 11, 11, 11, 3, 13, 9, 2, 8, 6, 0, 9, 2, 9, 0, 0, 17, 12, 17, 6, 7, 17, 12, 6, 3, 7, 17, 12, 12, 3, 13, 18, 7, 12, 3, 13, 14, 17, 14, 4, 7, 14, 17, 5, 5, 12, 14, 15, 5, 5, 12, 14, 4, 14, 4, 12]
[6, 6, 13, 1, 12, 13, 6, 0, 17, 17, 4, 4, 0, 17, 17, 6, 13, 0, 17, 9, 13, 4, 13, 13, 9, 3, 4, 6, 1, 2, 14, 0, 0, 6, 18, 11, 4, 4, 0, 11, 18, 18, 18, 1, 18, 11, 18, 1, 1, 18, 4, 19, 10, 5, 17, 11, 4, 0, 5, 5, 14, 10, 16, 8, 15, 14, 10, 16, 16, 15, 14, 10, 2, 16, 2, 4, 10, 16, 16, 12, 14, 4, 3, 7, 15, 3, 4, 7, 7, 9, 3, 4, 7, 7, 10, 3, 4, 3, 0, 1]
[4, 0, 0, 7, 1, 14, 5, 11, 7, 18, 20, 15, 5, 18, 1, 0, 0, 15, 7, 7, 4, 4, 7, 4, 8, 17, 10, 5, 7, 1, 16, 5, 20, 11, 2, 15, 15, 15, 16, 15, 2, 2, 2, 7, 7, 13, 13, 13, 7, 2, 15, 12, 5, 18, 18, 19, 16, 15, 18, 18, 6, 2, 15, 8, 2, 6, 7, 8, 8, 7, 6, 7, 1, 8, 1, 19, 7, 8, 0, 1, 6, 15, 17, 12, 7, 17, 5, 9, 9, 8, 3, 4, 9, 9, 7, 3, 12, 3, 12, 7]
